"","customerID","tenure","MonthlyCharges","TotalCharges","Churn","Gender_Female","SeniorCitizen_0","Partner_Yes","Dependents_No","PhoneService_No","MultipleLines_No","InternetService_DSL","InternetService_Fiberoptic","OnlineSecurity_No","Online_Backup_Yes","DeviceProtection_No","TechSupport_No","tv_No","Movies_No","Contract_Monthtomonth","Contract_Oneyear","PaperLessBilling_Yes","PaymentMethod_Electroniccheck","PaymentMethod_Mailedcheck","PaymentMethod_Banktransfer_automatic"
"2967","8648-PFRMP",14,46.35,672.7,"No",1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
"2969","0258-NOKBL",3,90.4,268.45,"No",0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0
"2971","2815-CPTUL",5,70.25,331.9,"Yes",0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0
"2972","9348-ROUAI",59,90.3,5194.05,"No",1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2973","9443-JUBUO",72,65.25,4478.85,"No",0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"2981","5598-IKHQQ",72,25.45,1866.45,"No",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2984","4674-HGNUA",71,89.9,6457.15,"No",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2996","2209-XADXF",1,25.25,25.25,"No",1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1
"2997","6620-JDYNW",18,60.6,1156.35,"No",1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0
"3002","4568-TTZRT",9,20.4,181.8,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3015","5857-TYBCJ",44,89.2,4040.2,"No",0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0
"3017","4484-CGXFK",3,55.3,196.15,"Yes",1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0
"3019","4176-RELJR",67,25.1,1672.15,"No",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3020","6214-EDAKZ",22,55.15,1206.05,"Yes",1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0
"3021","5199-FPUSP",33,34.05,1113.95,"No",0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
"3029","8740-XLHDR",5,43.25,219,"Yes",0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0
"3032","3923-CSIHK",50,71.05,3444.85,"Yes",1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"3044","3677-IYRBF",2,30.4,78.65,"Yes",1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0
"3045","5692-FPTAH",1,45.4,45.4,"Yes",1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
"3050","0268-QKIWO",3,19.75,58.85,"Yes",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3063","8070-AAWZP",24,34.25,828.2,"No",0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0
"3065","7855-DIWPO",21,68.65,1493.2,"No",1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"3067","5652-MSDEY",10,75.75,777.3,"No",1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0
"3068","7005-CCBKV",6,84.4,556.35,"Yes",0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0
"3069","1810-BOHSY",51,96.4,4911.05,"No",0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0
"3077","4250-FDVOU",6,56.25,389.1,"Yes",1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0
"3080","2141-RRYGO",4,68.65,261.25,"Yes",1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1
"3092","8189-DUKMV",4,20.5,79.05,"No",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"3093","6032-IGALN",1,25.1,25.1,"Yes",1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0
"3098","2410-CIYFZ",2,20.4,42.9,"No",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3111","6569-KTMDU",1,19.1,19.1,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3113","8809-XKHMD",72,100.55,7325.1,"No",0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1
"3115","0867-LDTTC",5,75.15,392.65,"No",0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
"3116","4822-NGOCH",13,84.45,1058.6,"Yes",1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0
"3117","9391-DXGGG",44,89.15,3990.75,"No",1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0
"3125","3889-VWBID",68,82.85,5776.45,"No",0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
"3128","1432-FPAXX",29,30.6,856.35,"Yes",1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0
"3140","1142-WACZW",2,29.85,75.6,"Yes",0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
"3141","7901-HXJVA",14,76.45,1117.55,"No",0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0
"3146","2919-HBCJO",4,76.65,333.6,"Yes",1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1
"3159","7410-KTVFV",18,49.55,878.35,"Yes",0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0
"3161","2253-KPMNB",69,46.25,3121.4,"No",1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
"3163","6429-SHBCB",19,69.6,1394.55,"No",0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
"3164","9281-OFDMF",39,90.7,3413.25,"No",0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0
"3165","2603-HVKCG",31,101.4,3143.65,"No",0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0
"3173","8393-DLHGA",25,95.9,2448.75,"Yes",0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"3176","7395-IGJOS",17,81.5,1329.2,"Yes",0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1
"3188","7682-AZNDK",34,89.85,3091.75,"No",0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0
"3189","0587-DMGBH",8,49.85,365.55,"Yes",1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0
"3194","1407-DIGZV",3,19.1,52,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3207","6972-SNKKW",6,20,109.2,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3209","8550-XSXUQ",48,70.55,3420.5,"No",0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0
"3211","9055-MOJJJ",64,65.8,4068,"No",1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
"3212","4359-INNWN",17,20.05,337.9,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3213","0585-EGDDA",40,80,3168.75,"No",0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0
"3221","8205-VSLRB",70,77.3,5498.2,"No",0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"3224","3082-VQXNH",3,29.8,94.4,"No",0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"3236","4825-XJGDM",61,43.7,2696.55,"No",1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
"3237","5402-HTOTQ",16,55.3,875.35,"No",0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
"3242","3148-BLQJT",1,20.1,20.1,"Yes",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3255","3629-ZNKXA",17,101.8,1752.45,"No",0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0
"3257","7711-YIJWC",61,84.9,5264.5,"No",0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
"3259","7365-BVCJH",1,24.4,24.4,"No",0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"3260","9620-ENEJV",6,70.55,433.95,"No",1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0
"3261","4183-WCSEP",31,78.45,2435.15,"Yes",0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0
"3269","6778-EICRF",24,74.8,1821.2,"No",0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
"3272","3902-FOIGH",12,101.35,1218.55,"Yes",0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"3284","1085-LDWAM",69,20.35,1442.65,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"3285","7586-ZATGZ",40,84.9,3369.05,"No",0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0
"3290","9626-VFRGG",41,88.5,3645.05,"No",1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1
"3303","7774-OJSXI",31,103.45,3066.45,"Yes",0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0
"3305","0136-IFMYD",69,109.95,7634.25,"No",0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
"3307","9643-AVVWI",3,80,241.3,"No",1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0
"3308","0253-ZTEOB",48,79.65,3870.3,"No",1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
"3309","2706-QZIHY",15,25.2,387.9,"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3317","9139-TWBAS",26,47.85,1190.5,"No",1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
"3320","3866-MDTUB",2,70.75,146.9,"Yes",1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0
"3332","7644-OMVMY",0,19.85,2283.30044084187,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3333","7593-XFKDI",1,46.3,46.3,"Yes",0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
"3338","0840-DFEZH",7,75.35,564.65,"No",1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"3351","7663-RGWBC",1,44.15,44.15,"Yes",0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
"3353","9124-LHCJQ",1,85.45,85.45,"Yes",1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0
"3355","7029-IJEJK",54,44.1,2369.7,"No",1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
"3356","8871-JLMHM",68,90.2,6297.65,"No",1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"3357","2235-ZGKPT",4,50.85,239.55,"Yes",1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0
"3365","5519-YLDGW",21,103.9,2254.2,"Yes",1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0
"3368","7109-CQYUZ",52,89.25,4652.4,"No",0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
"3380","0396-HUJBP",2,19.3,44.4,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3381","5178-LMXOP",1,95.1,95.1,"Yes",0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0
"3386","7526-BEZQB",12,96.05,1148.1,"Yes",0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0
"3399","3096-WPXBT",61,100.7,6018.65,"No",1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0
"3401","5950-AAAGJ",18,84.3,1537.9,"No",0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1
"3403","4951-UKAAQ",4,88.95,355.2,"Yes",1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0
"3404","9618-LFJRU",4,20.45,82.85,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3405","6693-DJWTY",35,55.6,2016.45,"No",1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0
"3413","4854-SSLTN",2,59.5,130.5,"No",0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
"3416","1625-JAIIY",68,83,5685.8,"Yes",1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0
"3428","9919-KNPOO",21,94.3,1948.35,"No",1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0
"3429","8749-JMNKX",51,93.8,4750.95,"Yes",0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
"3434","1698-XFZCI",61,107.75,6521.9,"No",0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0
"3447","2000-MPKCA",58,107.75,6332.75,"No",1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0
"3449","5949-EBSQK",4,61.45,229.55,"Yes",0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"3451","0100-DUVFC",70,104.8,7308.95,"No",0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0
"3452","5397-TUPSH",65,70.95,4555.2,"No",0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1
"3453","8950-MTZNV",1,44.95,44.95,"No",0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
"3461","2669-OIDSD",48,100.05,4834,"No",1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"3464","9576-SYUHJ",37,91.15,3369.25,"No",0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0
"3476","8610-ZIKJJ",2,20.3,31.9,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"3477","3756-VNWDH",65,100.75,6674.65,"No",0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0
"3482","7339-POGZN",4,50.7,214.55,"No",1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"3495","5569-KGJHX",9,85.35,754.65,"Yes",1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1
"3497","5201-FRKKS",25,74.3,1952.25,"No",0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1
"3499","7730-IUTDZ",43,75.2,3198.6,"Yes",0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0
"3500","0426-TIRNE",1,20.9,20.9,"Yes",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3501","5443-SCMKX",58,94.3,5610.15,"No",1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0
"3509","2368-GAKKQ",70,113.65,7939.25,"No",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
"3512","3785-KTYSH",53,24.6,1279,"No",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3524","0378-CJKPV",72,112.1,7965.95,"No",1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"3525","4706-AXVKM",11,84.8,906.85,"Yes",1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0
"3530","2880-FPNAE",2,74.2,140.1,"No",0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0
"3543","1301-LOPVR",29,55.35,1636.95,"No",0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
"3545","8914-RBTSB",31,93.8,3019.5,"Yes",0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0
"3547","8200-LGKSR",71,83.2,6126.1,"No",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3548","1568-BEKZM",70,90.05,6333.4,"No",0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"3549","0670-ANMUU",71,97.65,6687.85,"No",0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
"3557","0895-LNKRC",6,19.45,113.5,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"3560","5171-EPLKN",27,19.85,470,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3572","8980-WQFWL",35,62.1,2096.1,"No",1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
"3573","1730-ZMAME",32,79.5,2665,"No",1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"3578","7541-YLXCL",36,65.4,2498.4,"Yes",0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0
"3591","9447-YPTBX",50,19.85,943.1,"No",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"3593","6128-CZOMY",1,45.65,45.65,"Yes",1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"3595","9026-LHEVG",9,40.75,359.4,"No",1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0
"3596","2260-USTRB",2,70.2,115.95,"Yes",1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1
"3597","3656-TKRVZ",3,55.35,165.2,"Yes",1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0
"3605","9313-CDOGY",38,19.6,717.3,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3608","9987-LUTYD",13,55.15,742.9,"No",1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0
"3620","6479-VDGRK",72,85.3,6129.2,"No",1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"3621","9373-WSLOY",33,50,1750.85,"No",0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0
"3626","1591-XWLGB",71,19.85,1379.6,"No",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3639","7579-OOPEC",2,50.15,115.1,"Yes",1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"3641","1771-OADNZ",29,95.9,2745.2,"Yes",0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0
"3643","2107-FBPTK",30,104.1,3121.1,"No",1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0
"3644","9451-WLYRI",53,19.05,990.45,"No",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3645","8219-VYBVI",39,25,1004.35,"No",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3653","0612-RTZZA",1,25.25,25.25,"Yes",1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"3656","6878-GGDWG",32,19.4,641.15,"No",1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"3668","7826-VVKWT",24,96.55,2263.45,"No",1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0
"3669","1353-GHZOS",22,59.75,1374.35,"No",0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1
"3674","1723-HKXJQ",42,101.75,4273.45,"Yes",0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"3687","5899-MQZZL",13,75,999.45,"Yes",1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0
"3689","5312-UXESG",41,98.05,3990.6,"No",1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
"3691","6038-GCYEC",24,54.15,1240.25,"Yes",1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
"3692","2150-WLKUW",40,63.9,2635,"No",1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1
"3693","7159-FVYPK",3,69.15,235,"No",1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1
"3701","5616-PRTNT",20,19.4,374.5,"Yes",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"3704","9483-GCPWE",9,20.1,190.25,"No",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"3716","5288-AHOUP",11,78.5,874.2,"No",0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"3717","6688-UZPWD",11,102,1145.35,"Yes",1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"3722","2839-RFSQE",2,20.65,38.7,"Yes",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3735","7134-HBPBS",72,108.1,7774.05,"No",1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
"3737","2926-JEJJC",8,20.2,140.95,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"3739","4950-BDEUX",35,49.2,1701.65,"No",0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
"3740","5789-LDFXO",24,24.6,592.65,"No",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"3741","0508-OOLTO",2,71.65,135.75,"No",1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"3749","6339-RZCBJ",48,78.9,3771.5,"No",0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"3752","2522-AHJXR",60,109.45,6572.85,"No",0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
"3764","2959-MJHIC",4,80.35,307.4,"Yes",0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
"3765","6674-KVJHG",11,25.2,245.15,"No",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"3770","2129-ALKBS",40,26.2,1077.5,"No",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"3783","8800-JOOCF",12,84.05,966.55,"No",1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0
"3785","4958-XCBDQ",35,101.4,3496.3,"Yes",0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0
"3787","0064-YIJGF",27,75.75,1929,"No",0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1
"3788","2386-OWURY",58,95.3,5817.7,"No",1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0
"3789","1725-IQNIY",54,109.75,6110.2,"Yes",0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"3797","8614-VGMMV",15,49.1,679.55,"Yes",1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"3800","2930-UOTMB",31,65.25,1994.3,"Yes",1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"3812","3620-MWJNE",2,54.45,87.3,"No",0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0
"3813","8573-JGCZW",17,19.65,351.55,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"3818","9504-YAZWB",53,20.25,1048.45,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3831","2656-TABEH",4,100.2,420.2,"Yes",0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"3833","4626-OZDTJ",51,78.65,3950.85,"No",1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0
"3835","2325-ZUSFD",57,70.1,3913.3,"Yes",1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1
"3836","8194-PEEBY",24,19.9,533.5,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"3837","6872-HXFNF",64,58.35,3756.45,"No",1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
"3845","3594-UVONA",35,85.95,3110.1,"Yes",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"3848","8439-LTUGF",10,20,198.6,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3860","1732-FEKLD",54,94.75,5121.75,"No",1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1
"3861","9862-KJTYK",19,25.35,566.1,"No",0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0
"3866","5701-SVCWR",1,24,24,"No",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3879","2223-GDSHL",71,116.05,8297.5,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
"3881","9470-RTWDV",26,82,2083.1,"No",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
"3883","9348-YVOMK",4,44.8,176.2,"No",0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0
"3884","8104-OSKWT",12,79.8,1001.2,"No",1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0
"3885","4521-YEEHE",18,88.85,1594.75,"No",1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0
"3893","3824-RHKVR",17,19.7,340.35,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3896","4979-HPRFL",56,24.15,1402.25,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3908","2139-FQHLM",19,89.95,1682.4,"No",0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0
"3909","8261-GWDBQ",60,116.05,6925.9,"No",1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
"3914","8749-TZYEC",72,24.8,1874.3,"No",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3927","7950-XWOVN",11,34.7,383.55,"No",0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0
"3929","4647-MUZON",18,95.95,1745.5,"No",1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0
"3931","8849-PRIQJ",67,109.4,7281.6,"No",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
"3932","8851-RAGOV",25,71.05,1837.7,"No",1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
"3933","1304-NECVQ",2,78.55,149.55,"Yes",1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0
